# ============================================================
# Data for Run 1  —  started 2026-07-07 10:30:54
# ============================================================
2026-07-07T10:30:54.042388,10.7,88.7,67.6,0.0,0.0
2026-07-07T10:31:12.362308,16.4,87.2,67.6,0.0746,0.0375
2026-07-07T10:31:31.990289,32.0,88.1,67.6,0.0607,0.1243
2026-07-07T10:31:51.104777,11.8,88.1,67.6,0.0376,0.1197
2026-07-07T10:32:09.894886,8.8,88.0,67.6,0.0331,0.0206
2026-07-07T10:32:29.393399,14.7,88.7,67.6,0.0633,0.2345
# ============================================================
# Data for Run 2  —  started 2026-07-07 11:15:27
# ============================================================
2026-07-07T11:15:27.102237,4.9,94.7,67.5,0.0,0.0
2026-07-07T11:15:41.737998,30.1,94.6,67.5,0.0714,0.7131
2026-07-07T11:15:58.985197,12.8,94.8,67.5,0.3233,2.9509
2026-07-07T11:16:18.820846,12.1,95.5,67.5,0.1434,1.8982
2026-07-07T11:16:40.863679,10.0,93.5,67.5,0.0622,0.1414
2026-07-07T11:17:01.390825,21.9,93.6,67.5,0.0057,0.0056
# ============================================================
# Data for Run 3  —  started 2026-07-07 11:21:49
# ============================================================
2026-07-07T11:21:49.230827,12.4,90.8,67.5,0.0,0.0
2026-07-07T11:22:02.606605,18.2,91.6,67.5,0.1297,0.2314
2026-07-07T11:22:22.135345,15.1,91.2,67.5,0.0546,0.2656
2026-07-07T11:22:42.887650,15.8,91.6,67.5,0.1032,0.2675
2026-07-07T11:23:03.269374,16.7,91.5,67.5,0.2392,2.1663
2026-07-07T11:23:22.310364,9.7,91.3,67.5,0.1157,0.3551
2026-07-07T11:23:42.349617,9.9,90.8,67.5,0.05,0.4221
2026-07-07T11:24:01.918519,12.6,91.0,67.5,0.0375,0.3467
2026-07-07T11:24:22.155339,7.8,90.7,67.5,0.0149,0.3426
2026-07-07T11:24:41.371534,16.4,91.8,67.5,0.1053,0.3989
2026-07-07T11:25:00.704293,20.6,92.3,67.5,0.3066,4.3349
# ============================================================
# Data for Run 4  —  started 2026-07-07 11:44:35
# ============================================================
2026-07-07T11:44:35.052511,7.7,88.5,67.5,0.0,0.0
2026-07-07T11:44:53.103409,9.4,87.4,67.5,0.1571,0.2987
2026-07-07T11:45:12.837153,15.7,87.1,67.5,0.0123,0.0104
2026-07-07T11:45:31.998001,8.0,86.5,67.5,0.0435,0.0304
2026-07-07T11:45:51.103942,7.1,86.1,67.5,0.0804,0.0643
2026-07-07T11:46:09.665426,8.8,86.1,67.5,0.0094,0.0081
2026-07-07T11:46:28.674924,14.5,86.3,67.5,0.1478,0.0386
2026-07-07T11:46:47.818908,17.1,87.3,67.5,0.0115,0.0114
# ============================================================
